date,category,actual,trend,seasonal,residual,z_score,is_anomaly
2025-01-19,Checking or savings account,41,55.76,-17.59,2.83,0.42,False
2025-01-20,Checking or savings account,44,56.47,2.19,-14.66,-1.99,False
2025-01-21,Checking or savings account,56,55.71,9.93,-9.63,-1.3,False
2025-01-22,Checking or savings account,67,54.3,9.95,2.75,0.41,False
2025-01-23,Checking or savings account,59,52.92,4.25,1.83,0.28,False
2025-01-24,Checking or savings account,68,51.61,15.41,0.98,0.16,False
2025-01-25,Checking or savings account,25,50.29,-22.06,-3.23,-0.42,False
2025-01-26,Checking or savings account,30,48.84,-17.51,-1.33,-0.15,False
2025-01-27,Checking or savings account,50,47.39,0.6,2.01,0.31,False
2025-01-28,Checking or savings account,55,45.9,8.71,0.39,0.08,False
2025-01-29,Checking or savings account,39,44.42,12.46,-17.88,-2.43,False
2025-01-30,Checking or savings account,36,43.07,7.04,-14.12,-1.92,False
2025-01-31,Checking or savings account,47,41.91,6.66,-1.58,-0.19,False
2025-02-01,Checking or savings account,24,40.77,-19.14,2.37,0.36,False
2025-02-02,Checking or savings account,20,39.66,-16.64,-3.02,-0.39,False
2025-02-03,Checking or savings account,36,38.96,-0.04,-2.91,-0.37,False
2025-02-04,Checking or savings account,46,38.76,9.33,-2.1,-0.26,False
2025-02-05,Checking or savings account,53,38.86,10.89,3.24,0.48,False
2025-02-06,Checking or savings account,47,39.13,8.02,-0.15,0.01,False
2025-02-07,Checking or savings account,38,39.4,6.03,-7.42,-0.99,False
2025-02-08,Checking or savings account,24,39.6,-16.26,0.66,0.12,False
2025-02-09,Checking or savings account,29,39.66,-16.81,6.15,0.88,False
2025-02-10,Checking or savings account,39,39.51,-0.55,0.04,0.03,False
2025-02-11,Checking or savings account,54,39.17,9.29,5.54,0.79,False
2025-02-12,Checking or savings account,44,38.67,8.45,-3.12,-0.4,False
2025-02-13,Checking or savings account,47,37.87,8.73,0.4,0.08,False
2025-02-14,Checking or savings account,29,36.86,6.5,-14.36,-1.95,False
2025-02-15,Checking or savings account,22,35.98,-14.55,0.57,0.11,False
2025-02-16,Checking or savings account,17,35.4,-17.18,-1.21,-0.14,False
2025-02-17,Checking or savings account,20,34.92,-0.48,-14.43,-1.96,False
2025-02-18,Checking or savings account,41,34.6,8.24,-1.84,-0.22,False
2025-02-19,Checking or savings account,58,34.42,7.0,16.58,2.31,False
2025-02-20,Checking or savings account,42,34.41,9.26,-1.67,-0.2,False
2025-02-21,Checking or savings account,47,34.51,8.08,4.41,0.64,False
2025-02-22,Checking or savings account,17,34.82,-12.04,-5.78,-0.77,False
2025-02-23,Checking or savings account,17,35.24,-19.37,1.14,0.19,False
2025-02-24,Checking or savings account,36,35.66,-0.32,0.66,0.12,False
2025-02-25,Checking or savings account,44,36.0,6.41,1.59,0.25,False
2025-02-26,Checking or savings account,40,36.19,7.47,-3.65,-0.47,False
2025-02-27,Checking or savings account,50,36.17,8.76,5.08,0.73,False
2025-02-28,Checking or savings account,44,36.04,9.39,-1.43,-0.17,False
2025-03-01,Checking or savings account,30,35.78,-10.75,4.97,0.71,False
2025-03-02,Checking or savings account,13,35.5,-21.8,-0.69,-0.07,False
2025-03-03,Checking or savings account,35,35.29,0.15,-0.44,-0.03,False
2025-03-04,Checking or savings account,34,35.1,5.77,-6.87,-0.92,False
2025-03-05,Checking or savings account,47,34.86,9.25,2.9,0.43,False
2025-03-06,Checking or savings account,41,34.82,8.78,-2.6,-0.33,False
2025-03-07,Checking or savings account,42,35.06,8.88,-1.94,-0.24,False
2025-03-08,Checking or savings account,30,35.41,-11.07,5.66,0.81,False
2025-03-09,Checking or savings account,11,35.69,-23.38,-1.31,-0.15,False
2025-03-10,Checking or savings account,28,35.8,2.37,-10.17,-1.37,False
2025-03-11,Checking or savings account,45,35.79,5.31,3.9,0.57,False
2025-03-12,Checking or savings account,54,35.85,9.18,8.98,1.27,False
2025-03-13,Checking or savings account,42,35.86,9.66,-3.51,-0.45,False
2025-03-14,Checking or savings account,46,35.79,8.84,1.37,0.22,False
2025-03-15,Checking or savings account,19,35.76,-12.91,-3.86,-0.5,False
2025-03-16,Checking or savings account,11,35.71,-23.94,-0.77,-0.08,False
2025-03-17,Checking or savings account,43,35.63,4.71,2.66,0.4,False
2025-03-18,Checking or savings account,40,35.58,5.18,-0.77,-0.08,False
2025-03-19,Checking or savings account,42,35.56,8.06,-1.62,-0.19,False
2025-03-20,Checking or savings account,54,35.45,10.37,8.18,1.16,False
2025-03-21,Checking or savings account,46,35.19,9.07,1.75,0.27,False
2025-03-22,Checking or savings account,17,34.76,-14.71,-3.05,-0.39,False
2025-03-23,Checking or savings account,11,34.19,-24.27,1.08,0.18,False
2025-03-24,Checking or savings account,41,33.65,6.78,0.56,0.11,False
2025-03-25,Checking or savings account,56,33.29,6.15,16.56,2.31,False
2025-03-26,Checking or savings account,36,33.19,5.76,-2.94,-0.38,False
2025-03-27,Checking or savings account,45,33.27,11.25,0.48,0.09,False
2025-03-28,Checking or savings account,34,33.47,9.26,-8.73,-1.17,False
2025-03-29,Checking or savings account,19,33.74,-13.81,-0.93,-0.1,False
2025-03-30,Checking or savings account,11,34.36,-24.9,1.54,0.24,False
2025-03-31,Checking or savings account,46,35.34,5.1,5.56,0.8,False
2025-04-01,Checking or savings account,39,36.26,8.18,-5.44,-0.72,False
2025-04-02,Checking or savings account,43,36.96,4.58,1.46,0.23,False
2025-04-03,Checking or savings account,40,37.51,11.89,-9.41,-1.27,False
2025-04-04,Checking or savings account,53,37.88,8.08,7.04,1.0,False
2025-04-05,Checking or savings account,31,38.13,-12.23,5.1,0.73,False
2025-04-06,Checking or savings account,10,38.32,-25.32,-3.0,-0.38,False
2025-04-07,Checking or savings account,39,38.31,2.03,-1.34,-0.16,False
2025-04-08,Checking or savings account,53,37.91,11.56,3.54,0.52,False
2025-04-09,Checking or savings account,42,37.19,4.52,0.29,0.07,False
2025-04-10,Checking or savings account,50,36.43,11.92,1.66,0.26,False
2025-04-11,Checking or savings account,42,35.78,7.15,-0.93,-0.1,False
2025-04-12,Checking or savings account,22,35.29,-11.36,-1.93,-0.24,False
2025-04-13,Checking or savings account,9,34.9,-25.6,-0.3,-0.01,False
2025-04-14,Checking or savings account,30,34.75,-1.15,-3.6,-0.47,False
2025-04-15,Checking or savings account,51,34.9,15.08,1.03,0.17,False
2025-04-16,Checking or savings account,36,35.28,5.51,-4.79,-0.63,False
2025-04-17,Checking or savings account,50,35.85,12.61,1.54,0.24,False
2025-04-18,Checking or savings account,41,36.55,5.29,-0.84,-0.09,False
2025-04-19,Checking or savings account,27,37.2,-11.89,1.69,0.26,False
2025-04-20,Checking or savings account,14,37.53,-25.48,1.95,0.3,False
2025-04-21,Checking or savings account,35,37.61,-2.73,0.12,0.05,False
2025-04-22,Checking or savings account,38,37.66,15.97,-15.63,-2.12,False
2025-04-23,Checking or savings account,47,37.7,6.55,2.75,0.41,False
2025-04-24,Checking or savings account,39,37.76,12.9,-11.66,-1.58,False
2025-04-25,Checking or savings account,40,37.8,4.41,-2.21,-0.27,False
2025-04-26,Checking or savings account,24,37.87,-12.22,-1.65,-0.2,False
2025-04-27,Checking or savings account,13,38.11,-25.75,0.64,0.12,False
2025-04-28,Checking or savings account,36,38.49,-1.26,-1.23,-0.14,False
2025-04-29,Checking or savings account,56,38.89,14.94,2.17,0.33,False
2025-04-30,Checking or savings account,48,39.25,7.89,0.86,0.15,False
2025-05-01,Checking or savings account,53,39.51,12.07,1.42,0.22,False
2025-05-02,Checking or savings account,45,39.69,4.39,0.93,0.16,False
2025-05-03,Checking or savings account,27,39.82,-12.21,-0.61,-0.06,False
2025-05-04,Checking or savings account,11,40.05,-26.19,-2.86,-0.37,False
2025-05-05,Checking or savings account,60,40.41,-0.02,19.6,2.73,True
2025-05-06,Checking or savings account,54,40.85,13.05,0.1,0.04,False
2025-05-07,Checking or savings account,49,41.29,9.05,-1.34,-0.16,False
2025-05-08,Checking or savings account,37,41.67,12.37,-17.04,-2.32,False
2025-05-09,Checking or savings account,48,41.97,4.48,1.55,0.24,False
2025-05-10,Checking or savings account,32,42.05,-12.69,2.63,0.39,False
2025-05-11,Checking or savings account,17,41.89,-26.46,1.57,0.24,False
2025-05-12,Checking or savings account,46,41.69,0.72,3.59,0.52,False
2025-05-13,Checking or savings account,47,41.38,11.32,-5.7,-0.76,False
2025-05-14,Checking or savings account,50,40.94,10.15,-1.1,-0.12,False
2025-05-15,Checking or savings account,51,40.64,12.95,-2.59,-0.33,False
2025-05-16,Checking or savings account,44,40.64,3.83,-0.46,-0.03,False
2025-05-17,Checking or savings account,28,41.05,-13.42,0.36,0.08,False
2025-05-18,Checking or savings account,15,41.73,-26.17,-0.56,-0.05,False
2025-05-19,Checking or savings account,40,42.32,2.84,-5.16,-0.68,False
2025-05-20,Checking or savings account,56,42.69,10.19,3.12,0.46,False
2025-05-21,Checking or savings account,57,42.94,10.61,3.44,0.5,False
2025-05-22,Checking or savings account,63,43.03,12.26,7.72,1.09,False
2025-05-23,Checking or savings account,46,43.0,3.16,-0.16,0.01,False
2025-05-24,Checking or savings account,25,42.84,-14.44,-3.39,-0.44,False
2025-05-25,Checking or savings account,17,42.45,-25.66,0.21,0.06,False
2025-05-26,Checking or savings account,14,41.95,4.82,-32.77,-4.48,True
2025-05-27,Checking or savings account,50,41.55,10.22,-1.77,-0.22,False
2025-05-28,Checking or savings account,53,41.44,10.49,1.07,0.18,False
2025-05-29,Checking or savings account,52,41.58,11.17,-0.74,-0.07,False
2025-05-30,Checking or savings account,42,41.71,3.73,-3.44,-0.45,False
2025-05-31,Checking or savings account,30,41.73,-16.61,4.87,0.7,False
2025-06-01,Checking or savings account,15,41.76,-24.51,-2.25,-0.28,False
2025-06-02,Checking or savings account,53,41.83,7.02,4.15,0.6,False
2025-06-03,Checking or savings account,54,41.93,9.95,2.12,0.32,False
2025-06-04,Checking or savings account,46,41.93,10.1,-6.03,-0.8,False
2025-06-05,Checking or savings account,49,41.74,9.36,-2.1,-0.26,False
2025-06-06,Checking or savings account,49,41.49,4.04,3.47,0.51,False
2025-06-07,Checking or savings account,23,41.39,-18.57,0.18,0.05,False
2025-06-08,Checking or savings account,20,41.44,-23.0,1.56,0.24,False
2025-06-09,Checking or savings account,48,41.56,9.87,-3.44,-0.44,False
2025-06-10,Checking or savings account,48,41.65,9.6,-3.25,-0.42,False
2025-06-11,Checking or savings account,55,41.68,9.57,3.75,0.54,False
2025-06-12,Checking or savings account,51,41.9,8.84,0.26,0.07,False
2025-06-13,Checking or savings account,48,42.29,4.31,1.39,0.22,False
2025-06-14,Checking or savings account,17,42.67,-20.82,-4.85,-0.64,False
2025-06-15,Checking or savings account,21,42.89,-21.98,0.09,0.04,False
2025-06-16,Checking or savings account,38,43.26,10.71,-15.98,-2.17,False
2025-06-17,Checking or savings account,58,43.98,8.42,5.6,0.8,False
2025-06-18,Checking or savings account,52,44.88,11.49,-4.37,-0.57,False
2025-06-19,Checking or savings account,30,45.59,9.79,-25.38,-3.47,True
2025-06-20,Checking or savings account,45,46.04,4.57,-5.6,-0.74,False
2025-06-21,Checking or savings account,29,46.13,-23.86,6.73,0.96,False
2025-06-22,Checking or savings account,28,46.0,-23.13,5.13,0.74,False
2025-06-23,Checking or savings account,63,45.82,10.92,6.25,0.89,False
2025-06-24,Checking or savings account,50,45.42,8.16,-3.58,-0.46,False
2025-06-25,Checking or savings account,58,44.48,13.19,0.33,0.07,False
2025-06-26,Checking or savings account,53,43.28,10.56,-0.83,-0.09,False
2025-06-27,Checking or savings account,49,42.3,6.66,0.04,0.03,False
2025-06-28,Checking or savings account,14,41.99,-25.73,-2.26,-0.28,False
2025-06-29,Checking or savings account,14,42.11,-24.87,-3.23,-0.42,False
2025-06-30,Checking or savings account,50,42.24,10.91,-3.16,-0.41,False
2025-07-01,Checking or savings account,75,42.26,8.35,24.39,3.39,True
2025-07-02,Checking or savings account,62,42.44,14.18,5.39,0.77,False
2025-07-03,Checking or savings account,56,42.89,10.38,2.73,0.41,False
2025-07-04,Checking or savings account,28,43.59,9.59,-25.18,-3.44,True
2025-07-05,Checking or savings account,14,44.33,-26.22,-4.11,-0.54,False
2025-07-06,Checking or savings account,16,44.93,-25.84,-3.09,-0.4,False
2025-07-07,Checking or savings account,54,45.54,7.77,0.69,0.12,False
2025-07-08,Checking or savings account,55,46.42,9.88,-1.3,-0.15,False
2025-07-09,Checking or savings account,60,47.64,13.28,-0.92,-0.1,False
2025-07-10,Checking or savings account,59,48.97,8.88,1.15,0.19,False
2025-07-11,Checking or savings account,66,50.11,12.75,3.14,0.46,False
2025-07-12,Checking or savings account,26,50.71,-24.78,0.07,0.04,False
2025-07-13,Checking or savings account,28,50.64,-26.12,3.48,0.51,False
2025-07-14,Checking or savings account,58,50.3,4.52,3.18,0.47,False
2025-07-15,Checking or savings account,64,49.88,12.63,1.49,0.23,False
2025-07-16,Checking or savings account,42,49.3,9.95,-17.25,-2.35,False
2025-07-17,Checking or savings account,52,48.71,8.39,-5.1,-0.67,False
2025-07-18,Checking or savings account,59,48.15,15.48,-4.63,-0.61,False
2025-07-19,Checking or savings account,28,47.61,-22.29,2.68,0.4,False
2025-07-20,Checking or savings account,22,47.3,-26.03,0.73,0.13,False
2025-07-21,Checking or savings account,40,47.37,1.45,-8.82,-1.19,False
2025-07-22,Checking or savings account,65,47.62,13.85,3.53,0.52,False
2025-07-23,Checking or savings account,56,47.85,6.73,1.41,0.22,False
2025-07-24,Checking or savings account,55,47.96,9.53,-2.49,-0.31,False
2025-07-25,Checking or savings account,67,47.92,17.28,1.81,0.28,False
2025-07-26,Checking or savings account,27,47.92,-20.61,-0.31,-0.01,False
2025-07-27,Checking or savings account,20,48.04,-26.6,-1.44,-0.17,False
2025-07-28,Checking or savings account,49,48.25,-1.36,2.11,0.32,False
2025-07-29,Checking or savings account,61,48.41,14.1,-1.51,-0.18,False
2025-07-30,Checking or savings account,47,48.33,5.16,-6.49,-0.86,False
2025-07-31,Checking or savings account,65,48.0,12.48,4.52,0.65,False
2025-08-01,Checking or savings account,71,47.63,18.24,5.14,0.74,False
2025-08-02,Checking or savings account,29,47.18,-21.2,3.02,0.44,False
2025-08-03,Checking or savings account,19,46.56,-27.33,-0.22,-0.0,False
2025-08-04,Checking or savings account,37,45.77,-1.7,-7.07,-0.95,False
2025-08-05,Checking or savings account,58,44.93,13.09,-0.02,0.03,False
2025-08-06,Checking or savings account,51,44.2,4.47,2.33,0.35,False
2025-08-07,Checking or savings account,48,43.77,15.28,-11.06,-1.49,False
2025-08-08,Checking or savings account,58,43.69,17.77,-3.45,-0.45,False
2025-08-09,Checking or savings account,20,43.92,-21.9,-2.03,-0.25,False
2025-08-10,Checking or savings account,17,44.35,-27.34,-0.01,0.03,False
2025-08-11,Checking or savings account,46,44.8,-0.32,1.52,0.24,False
2025-08-12,Checking or savings account,58,45.25,12.65,0.1,0.04,False
2025-08-13,Checking or savings account,50,45.55,3.87,0.58,0.11,False
2025-08-14,Checking or savings account,66,45.64,16.27,4.09,0.59,False
2025-08-15,Checking or savings account,65,45.47,15.06,4.47,0.64,False
2025-08-16,Checking or savings account,20,45.24,-21.47,-3.77,-0.49,False
2025-08-17,Checking or savings account,18,45.18,-26.88,-0.29,-0.01,False
2025-08-18,Checking or savings account,46,45.31,3.88,-3.19,-0.41,False
2025-08-19,Checking or savings account,77,45.49,9.4,22.11,3.07,True
2025-08-20,Checking or savings account,72,45.83,4.29,21.89,3.04,True
2025-08-21,Checking or savings account,62,46.39,16.84,-1.22,-0.14,False
2025-08-22,Checking or savings account,58,46.87,12.58,-1.45,-0.17,False
2025-08-23,Checking or savings account,31,47.02,-20.19,4.17,0.6,False
2025-08-24,Checking or savings account,22,46.83,-26.61,1.78,0.27,False
2025-08-25,Checking or savings account,59,46.36,4.54,8.1,1.15,False
2025-08-26,Checking or savings account,39,45.87,8.16,-15.03,-2.04,False
2025-08-27,Checking or savings account,46,45.34,5.32,-4.66,-0.61,False
2025-08-28,Checking or savings account,60,44.64,16.62,-1.26,-0.14,False
2025-08-29,Checking or savings account,54,43.95,10.11,-0.06,0.02,False
2025-08-30,Checking or savings account,25,43.68,-17.6,-1.08,-0.12,False
2025-08-31,Checking or savings account,17,43.78,-26.55,-0.23,-0.0,False
2025-09-01,Checking or savings account,20,43.83,5.24,-29.08,-3.98,True
2025-09-02,Checking or savings account,48,43.69,5.79,-1.48,-0.17,False
2025-09-03,Checking or savings account,55,43.48,7.06,4.47,0.64,False
2025-09-04,Checking or savings account,66,43.32,15.07,7.61,1.08,False
2025-09-05,Checking or savings account,49,43.15,8.31,-2.45,-0.31,False
2025-09-06,Checking or savings account,25,42.87,-15.62,-2.24,-0.28,False
2025-09-07,Checking or savings account,14,42.58,-27.11,-1.47,-0.17,False
2025-09-08,Checking or savings account,45,42.43,4.43,-1.86,-0.23,False
2025-09-09,Checking or savings account,59,42.47,7.08,9.45,1.33,False
2025-09-10,Checking or savings account,50,42.85,11.44,-4.29,-0.56,False
2025-09-11,Checking or savings account,54,43.47,11.27,-0.74,-0.07,False
2025-09-12,Checking or savings account,52,44.1,8.33,-0.43,-0.03,False
2025-09-13,Checking or savings account,33,44.66,-13.52,1.86,0.29,False
2025-09-14,Checking or savings account,18,45.05,-26.56,-0.49,-0.04,False
2025-09-15,Checking or savings account,49,45.21,1.69,2.1,0.32,False
2025-09-16,Checking or savings account,54,45.17,4.01,4.82,0.69,False
2025-09-17,Checking or savings account,60,45.09,16.69,-1.78,-0.22,False
2025-09-18,Checking or savings account,39,45.01,7.91,-13.92,-1.89,False
2025-09-19,Checking or savings account,52,44.83,9.13,-1.96,-0.24,False
2025-09-20,Checking or savings account,18,44.48,-11.01,-15.46,-2.1,False
2025-09-21,Checking or savings account,18,43.99,-25.52,-0.47,-0.04,False
2025-09-22,Checking or savings account,44,43.52,-1.15,1.63,0.25,False
2025-09-23,Checking or savings account,45,43.05,0.15,1.81,0.28,False
2025-09-24,Checking or savings account,67,41.89,22.14,2.96,0.44,False
2025-09-25,Checking or savings account,45,40.48,4.43,0.09,0.04,False
2025-09-26,Checking or savings account,52,38.96,10.21,2.83,0.42,False
2025-09-27,Checking or savings account,29,37.39,-8.39,0.0,0.03,False
2025-09-28,Checking or savings account,13,35.75,-24.28,1.53,0.24,False
2025-09-29,Checking or savings account,29,34.07,-4.03,-1.04,-0.11,False
2025-09-30,Checking or savings account,25,32.33,-4.3,-3.03,-0.39,False
2024-01-01,"Money transfer, virtual currency, or money service",2,7.06,-4.9,-0.17,-0.07,False
2024-01-02,"Money transfer, virtual currency, or money service",7,7.21,0.88,-1.08,-0.19,False
2024-01-03,"Money transfer, virtual currency, or money service",5,7.33,-2.4,0.07,-0.04,False
2024-01-04,"Money transfer, virtual currency, or money service",5,7.42,12.28,-14.7,-1.94,False
2024-01-05,"Money transfer, virtual currency, or money service",10,7.49,1.54,0.97,0.07,False
2024-01-06,"Money transfer, virtual currency, or money service",6,7.54,-1.8,0.25,-0.02,False
2024-01-07,"Money transfer, virtual currency, or money service",1,7.58,-6.59,0.01,-0.05,False
2024-01-08,"Money transfer, virtual currency, or money service",5,7.59,-3.97,1.38,0.12,False
2024-01-09,"Money transfer, virtual currency, or money service",11,7.26,1.9,1.83,0.18,False
2024-01-10,"Money transfer, virtual currency, or money service",12,6.86,-1.07,6.21,0.75,False
2024-01-11,"Money transfer, virtual currency, or money service",16,6.44,9.95,-0.39,-0.1,False
2024-01-12,"Money transfer, virtual currency, or money service",6,6.12,0.9,-1.03,-0.18,False
2024-01-13,"Money transfer, virtual currency, or money service",2,5.97,-2.73,-1.24,-0.21,False
2024-01-14,"Money transfer, virtual currency, or money service",0,6.02,-6.0,-0.02,-0.05,False
2024-01-15,"Money transfer, virtual currency, or money service",0,6.4,-2.95,-3.45,-0.5,False
2024-01-16,"Money transfer, virtual currency, or money service",3,6.97,2.93,-6.9,-0.94,False
2024-01-17,"Money transfer, virtual currency, or money service",7,7.52,0.21,-0.72,-0.15,False
2024-01-18,"Money transfer, virtual currency, or money service",17,7.95,7.64,1.4,0.13,False
2024-01-19,"Money transfer, virtual currency, or money service",2,8.35,0.33,-6.68,-0.91,False
2024-01-20,"Money transfer, virtual currency, or money service",8,8.66,-3.68,3.02,0.34,False
2024-01-21,"Money transfer, virtual currency, or money service",4,8.74,-5.35,0.61,0.03,False
2024-01-22,"Money transfer, virtual currency, or money service",14,8.6,-2.18,7.59,0.92,False
2024-01-23,"Money transfer, virtual currency, or money service",12,8.35,3.9,-0.25,-0.09,False
2024-01-24,"Money transfer, virtual currency, or money service",11,7.96,1.47,1.57,0.15,False
2024-01-25,"Money transfer, virtual currency, or money service",9,7.54,5.46,-4.0,-0.57,False
2024-01-26,"Money transfer, virtual currency, or money service",6,7.26,-0.25,-1.01,-0.18,False
2024-01-27,"Money transfer, virtual currency, or money service",2,7.14,-4.42,-0.73,-0.15,False
2024-01-28,"Money transfer, virtual currency, or money service",1,7.14,-4.64,-1.5,-0.25,False
2024-01-29,"Money transfer, virtual currency, or money service",8,7.15,-1.24,2.09,0.22,False
2024-01-30,"Money transfer, virtual currency, or money service",7,7.22,4.75,-4.97,-0.69,False
2024-01-31,"Money transfer, virtual currency, or money service",10,7.3,1.68,1.03,0.08,False
2024-02-01,"Money transfer, virtual currency, or money service",11,7.33,3.46,0.21,-0.03,False
2024-02-02,"Money transfer, virtual currency, or money service",9,7.29,-0.24,1.94,0.2,False
2024-02-03,"Money transfer, virtual currency, or money service",0,7.12,-4.91,-2.21,-0.34,False
2024-02-04,"Money transfer, virtual currency, or money service",4,6.8,-4.24,1.44,0.13,False
2024-02-05,"Money transfer, virtual currency, or money service",5,6.47,-0.54,-0.93,-0.17,False
2024-02-06,"Money transfer, virtual currency, or money service",13,6.21,5.91,0.88,0.06,False
2024-02-07,"Money transfer, virtual currency, or money service",7,6.02,1.27,-0.3,-0.09,False
2024-02-08,"Money transfer, virtual currency, or money service",7,5.92,2.43,-1.35,-0.23,False
2024-02-09,"Money transfer, virtual currency, or money service",4,5.84,0.11,-1.95,-0.3,False
2024-02-10,"Money transfer, virtual currency, or money service",2,5.79,-4.91,1.13,0.09,False
2024-02-11,"Money transfer, virtual currency, or money service",2,5.83,-4.12,0.3,-0.01,False
2024-02-12,"Money transfer, virtual currency, or money service",5,5.95,-0.91,-0.04,-0.06,False
2024-02-13,"Money transfer, virtual currency, or money service",13,6.14,6.13,0.73,0.04,False
2024-02-14,"Money transfer, virtual currency, or money service",5,6.33,1.05,-2.38,-0.36,False
2024-02-15,"Money transfer, virtual currency, or money service",9,6.49,2.55,-0.05,-0.06,False
2024-02-16,"Money transfer, virtual currency, or money service",8,6.66,0.05,1.28,0.11,False
2024-02-17,"Money transfer, virtual currency, or money service",2,6.86,-4.08,-0.78,-0.15,False
2024-02-18,"Money transfer, virtual currency, or money service",3,7.03,-4.57,0.53,0.02,False
2024-02-19,"Money transfer, virtual currency, or money service",6,7.16,-0.77,-0.39,-0.1,False
2024-02-20,"Money transfer, virtual currency, or money service",6,7.21,5.23,-6.44,-0.88,False
2024-02-21,"Money transfer, virtual currency, or money service",10,7.19,1.11,1.69,0.17,False
2024-02-22,"Money transfer, virtual currency, or money service",10,7.15,2.76,0.09,-0.04,False
2024-02-23,"Money transfer, virtual currency, or money service",7,7.12,0.05,-0.17,-0.07,False
2024-02-24,"Money transfer, virtual currency, or money service",4,7.08,-3.51,0.43,0.0,False
2024-02-25,"Money transfer, virtual currency, or money service",0,7.07,-4.81,-2.25,-0.34,False
2024-02-26,"Money transfer, virtual currency, or money service",7,7.09,-0.14,0.05,-0.05,False
2024-02-27,"Money transfer, virtual currency, or money service",11,7.12,4.42,-0.54,-0.12,False
2024-02-28,"Money transfer, virtual currency, or money service",8,7.17,1.35,-0.52,-0.12,False
2024-02-29,"Money transfer, virtual currency, or money service",12,7.23,2.18,2.58,0.28,False
2024-03-01,"Money transfer, virtual currency, or money service",7,7.34,-0.18,-0.17,-0.07,False
2024-03-02,"Money transfer, virtual currency, or money service",5,7.45,-3.03,0.58,0.02,False
2024-03-03,"Money transfer, virtual currency, or money service",3,7.5,-4.51,0.01,-0.05,False
2024-03-04,"Money transfer, virtual currency, or money service",7,7.45,1.29,-1.74,-0.28,False
2024-03-05,"Money transfer, virtual currency, or money service",4,7.32,3.58,-6.9,-0.94,False
2024-03-06,"Money transfer, virtual currency, or money service",10,7.18,0.68,2.14,0.22,False
2024-03-07,"Money transfer, virtual currency, or money service",8,7.07,0.97,-0.04,-0.06,False
2024-03-08,"Money transfer, virtual currency, or money service",7,6.98,-0.44,0.47,0.01,False
2024-03-09,"Money transfer, virtual currency, or money service",3,6.85,-2.35,-1.49,-0.24,False
2024-03-10,"Money transfer, virtual currency, or money service",3,6.63,-3.94,0.3,-0.01,False
2024-03-11,"Money transfer, virtual currency, or money service",10,6.44,3.23,0.33,-0.01,False
2024-03-12,"Money transfer, virtual currency, or money service",10,6.39,3.23,0.38,-0.0,False
2024-03-13,"Money transfer, virtual currency, or money service",5,6.51,-0.04,-1.48,-0.24,False
2024-03-14,"Money transfer, virtual currency, or money service",5,6.66,-0.58,-1.08,-0.19,False
2024-03-15,"Money transfer, virtual currency, or money service",5,6.75,-0.11,-1.64,-0.26,False
2024-03-16,"Money transfer, virtual currency, or money service",6,6.77,-2.06,1.29,0.11,False
2024-03-17,"Money transfer, virtual currency, or money service",6,6.84,-3.95,3.11,0.35,False
2024-03-18,"Money transfer, virtual currency, or money service",13,6.97,3.96,2.06,0.21,False
2024-03-19,"Money transfer, virtual currency, or money service",9,7.09,3.35,-1.44,-0.24,False
2024-03-20,"Money transfer, virtual currency, or money service",6,7.07,-0.42,-0.65,-0.14,False
2024-03-21,"Money transfer, virtual currency, or money service",5,6.95,-1.25,-0.71,-0.14,False
2024-03-22,"Money transfer, virtual currency, or money service",8,6.82,0.48,0.7,0.04,False
2024-03-23,"Money transfer, virtual currency, or money service",6,6.67,-2.21,1.54,0.15,False
2024-03-24,"Money transfer, virtual currency, or money service",0,6.53,-3.98,-2.55,-0.38,False
2024-03-25,"Money transfer, virtual currency, or money service",2,6.38,3.6,-7.99,-1.08,False
2024-03-26,"Money transfer, virtual currency, or money service",13,6.24,3.19,3.56,0.41,False
2024-03-27,"Money transfer, virtual currency, or money service",6,6.11,-0.15,0.04,-0.05,False
2024-03-28,"Money transfer, virtual currency, or money service",4,5.98,-0.67,-1.31,-0.22,False
2024-03-29,"Money transfer, virtual currency, or money service",7,5.92,1.11,-0.03,-0.06,False
2024-03-30,"Money transfer, virtual currency, or money service",2,5.96,-2.57,-1.39,-0.23,False
2024-03-31,"Money transfer, virtual currency, or money service",2,6.07,-4.19,0.12,-0.04,False
2024-04-01,"Money transfer, virtual currency, or money service",9,6.19,2.54,0.26,-0.02,False
2024-04-02,"Money transfer, virtual currency, or money service",9,6.28,3.0,-0.28,-0.09,False
2024-04-03,"Money transfer, virtual currency, or money service",7,6.3,0.52,0.18,-0.03,False
2024-04-04,"Money transfer, virtual currency, or money service",9,6.27,-0.05,2.79,0.31,False
2024-04-05,"Money transfer, virtual currency, or money service",9,6.21,1.26,1.53,0.14,False
2024-04-06,"Money transfer, virtual currency, or money service",2,6.12,-2.64,-1.48,-0.24,False
2024-04-07,"Money transfer, virtual currency, or money service",2,5.95,-3.72,-0.23,-0.08,False
2024-04-08,"Money transfer, virtual currency, or money service",6,5.74,1.27,-1.01,-0.18,False
2024-04-09,"Money transfer, virtual currency, or money service",8,5.55,2.33,0.12,-0.04,False
2024-04-10,"Money transfer, virtual currency, or money service",7,5.42,0.9,0.68,0.04,False
2024-04-11,"Money transfer, virtual currency, or money service",6,5.34,0.54,0.12,-0.04,False
